	percentage	ssgsea_score_STD	Case
422	26	10.303223176146847	RS0013
423	27	11.166144733933358	RS0013
424	28	9.970551305048673	RS0013
425	29	13.495954566725311	RS0013
426	30	15.005994465986069	RS0013
427	31	7.572742511722393	RS0013
428	32	16.534480543881916	RS0013
429	33	15.88350825807116	RS0013
430	34	21.665108500697784	RS0013
431	35	17.110803163509413	RS0013
432	36	26.067938752484718	RS0013
433	37	12.354217885506552	RS0013
434	38	23.842088814658666	RS0013
435	39	17.498419071833332	RS0013
436	40	19.212874484648424	RS0013
437	41	11.519177756102131	RS0013
438	42	17.1024355063212	RS0013
439	43	12.996684250346387	RS0013
440	44	5.428626277565999	RS0013
441	45	19.14472326130659	RS0013
442	46	21.98883216442463	RS0013
443	47	21.084130232457735	RS0013
444	48	26.22541722874358	RS0013
445	49	25.779294091552455	RS0013
446	50	20.28441052085606	RS0013
447	51	36.89821120144414	RS0013
448	52	26.076520887811615	RS0013
449	53	22.041691305105996	RS0013
450	54	37.07520177760478	RS0013
451	55	33.11892662889733	RS0013
452	56	33.70125811927637	RS0013
453	57	22.05798407386024	RS0013
454	58	28.281027245452968	RS0013
455	59	34.957026351477126	RS0013
456	60	24.00165691262127	RS0013
457	61	29.4948794494854	RS0013
458	62	24.566424749174487	RS0013
459	63	31.99973802128467	RS0013
460	64	45.338517977750456	RS0013
461	65	34.42908867188393	RS0013
462	66	52.47525421041016	RS0013
463	67	51.98778173939395	RS0013
464	68	48.902295216845886	RS0013
465	69	51.38075018228112	RS0013
466	70	31.30466626435298	RS0013
467	71	57.006957386922274	RS0013
468	72	43.96690494890843	RS0013
469	73	44.98910588636932	RS0013
470	74	39.478918557960746	RS0013
471	75	43.40741118441207	RS0013
472	76	59.4009456313239	RS0013
473	77	46.42983519217935	RS0013
474	78	50.86423288426888	RS0013
475	79	67.9544348523829	RS0013
476	80	53.20808981909092	RS0013
477	81	50.53113721663578	RS0013
478	82	69.14352252688914	RS0013
479	83	58.48552132037975	RS0013
480	84	77.00168415351173	RS0013
481	85	60.03317439086699	RS0013
482	86	64.69410994751996	RS0013
483	87	65.23065251297697	RS0013
484	88	78.17987662254058	RS0013
485	89	84.45887715120908	RS0013
486	90	84.06729324539137	RS0013
487	91	71.93092613418077	RS0013
488	92	83.03261148829564	RS0013
489	93	98.17260061123721	RS0013
490	94	64.65949778536861	RS0013
491	95	89.99065966988206	RS0013
492	96	101.1741272170325	RS0013
493	97	128.0159105159056	RS0013
494	98	80.26204689826764	RS0013
495	0	3.096328846029837	RS0028
496	1	4.33660641855123	RS0028
497	2	2.1616929942632193	RS0028
498	3	2.3693484273005843	RS0028
499	4	2.7549123616501268	RS0028
500	5	4.150713169521925	RS0028
501	6	4.273586640778153	RS0028
502	7	2.3070307105661807	RS0028
503	8	4.0422205412356735	RS0028
504	9	2.9448410468474213	RS0028
505	10	4.8923369993265	RS0028
506	11	7.465000966879373	RS0028
507	12	5.140351774436201	RS0028
508	13	5.792465600363259	RS0028
509	14	9.535093480439176	RS0028
510	15	7.114499537362378	RS0028
511	16	4.845671444143528	RS0028
512	17	8.66274243744748	RS0028
513	18	3.95290022395584	RS0028
514	19	11.196981115657442	RS0028
515	20	7.208765692786931	RS0028
516	21	5.748867128673526	RS0028
517	22	3.7033221508828684	RS0028
518	23	7.774792653343443	RS0028
519	24	4.907507433155837	RS0028
520	25	9.053638276471418	RS0028
521	26	6.291608400358259	RS0028
522	27	12.361107872156543	RS0028
523	28	8.680950398707886	RS0028
524	29	6.665820950906683	RS0028
525	30	11.389065247684703	RS0028
526	31	3.507780430179754	RS0028
527	32	13.428703552816081	RS0028
528	33	9.185972617185767	RS0028
529	34	11.78439122171745	RS0028
530	35	8.623351459655323	RS0028
531	36	7.089781869176311	RS0028
532	37	11.307525567638114	RS0028
533	38	8.828758430256729	RS0028
534	39	10.486141559974088	RS0028
535	40	16.347004165179747	RS0028
536	41	12.64451130663071	RS0028
537	42	9.881361200082148	RS0028
538	43	12.29926572845273	RS0028
539	44	5.4920244288492555	RS0028
540	45	14.598264801436773	RS0028
541	46	10.453583777715378	RS0028
542	47	14.079348196157763	RS0028
543	48	7.256188710364025	RS0028
544	49	15.517481795673516	RS0028
545	50	25.29094683509816	RS0028
546	51	9.208892757040987	RS0028
547	52	9.864670846415532	RS0028
548	53	11.96380253420849	RS0028
549	54	15.025603729632024	RS0028
550	55	13.427919781518934	RS0028
551	56	14.886278451983573	RS0028
552	57	15.226011911748065	RS0028
553	58	10.518518215749035	RS0028
554	59	8.54050102225157	RS0028
555	60	6.4769203073543276	RS0028
556	61	10.962102167942573	RS0028
557	62	12.45911315029082	RS0028
558	63	6.647345326295732	RS0028
559	64	15.750602328717584	RS0028
560	65	19.417621550407233	RS0028
561	66	14.494339869007055	RS0028
562	67	12.258572126224912	RS0028
563	68	26.009496155488545	RS0028
564	69	17.865616423237153	RS0028
565	70	18.377824682277666	RS0028
566	71	14.538319084047023	RS0028
567	72	12.752856865801485	RS0028
568	73	26.24720193598412	RS0028
569	74	6.0079635014366595	RS0028
570	75	6.314624621283477	RS0028
571	76	21.9586343499364	RS0028
572	77	3.2478257446850525	RS0028
573	78	24.664454854149646	RS0028
574	79	9.290511469307138	RS0028
575	80	20.385999974050982	RS0028
576	81	31.51264817655927	RS0028
577	82	17.67850283956164	RS0028
578	83	34.04496097841609	RS0028
579	84	32.09519948074445	RS0028
580	85	9.841650722353604	RS0028
581	86	4.546784370071694	RS0028
582	87	11.130260061666908	RS0028
583	88	15.345741555182302	RS0028
584	89	17.25946809316491	RS0028
585	90	13.936655332954322	RS0028
586	91	35.15309748729175	RS0028
587	92	14.085700167552261	RS0028
588	93	26.858294341932467	RS0028
589	94	33.691317397202155	RS0028
590	95	45.58288866824393	RS0028
591	96	21.65059666419303	RS0028
592	97	33.92093027086667	RS0028
593	98	10.15262142635059	RS0028
594	0	5.6760845488194125	RS0029
595	1	5.4310955034936015	RS0029
596	2	5.2079071927143765	RS0029
597	3	7.384531034310721	RS0029
598	4	6.421890176062461	RS0029
599	5	5.838254430480632	RS0029
600	6	7.730064567912734	RS0029
601	7	7.873982761060708	RS0029
602	8	4.884775954585954	RS0029
603	9	11.523252521048127	RS0029
604	10	5.309975284550499	RS0029
605	11	9.575359522115951	RS0029
606	12	4.494311098363389	RS0029
607	13	11.238167078021537	RS0029
608	14	4.3474250072408775	RS0029
609	15	14.582147678109534	RS0029
610	16	8.123000101926333	RS0029
611	17	15.58010091403957	RS0029
612	18	10.057987285831395	RS0029
613	19	20.626200465944926	RS0029
614	20	17.891087160490017	RS0029
615	21	12.214117972400702	RS0029
616	22	14.545159149765206	RS0029
617	23	10.110982894210036	RS0029
618	24	14.405281893058397	RS0029
619	25	16.901704463848127	RS0029
620	26	16.949476167517748	RS0029
621	27	12.437521143283364	RS0029
622	28	15.111439813857245	RS0029
623	29	23.40544053047319	RS0029
624	30	19.95820098948956	RS0029
625	31	24.579659646134477	RS0029
626	32	27.627594404705153	RS0029
627	33	14.654786141237956	RS0029
628	34	20.39228214963718	RS0029
629	35	20.05833163203454	RS0029
630	36	32.67202989080764	RS0029
631	37	39.82659500177127	RS0029
632	38	15.945770009662715	RS0029
633	39	29.600830707611678	RS0029
634	40	22.544101036677183	RS0029
635	41	26.68641086106001	RS0029
636	42	28.264260943914994	RS0029
637	43	17.10466508402404	RS0029
638	44	40.21674154265653	RS0029
639	45	25.174374982037403	RS0029
640	46	36.13798097945283	RS0029
641	47	35.59630575329962	RS0029
642	48	24.14413192665122	RS0029
643	49	32.219949149161785	RS0029
644	50	48.872929731757665	RS0029
645	51	28.538890924558263	RS0029
646	52	36.33674619312648	RS0029
647	53	38.238824740801924	RS0029
648	54	39.848613647378045	RS0029
649	55	47.33420101679841	RS0029
650	56	42.54540575481279	RS0029
651	57	50.03512284284841	RS0029
652	58	59.77337887803765	RS0029
653	59	42.34646944868906	RS0029
654	60	51.470395892896924	RS0029
655	61	53.11894171769744	RS0029
656	62	53.49838773723646	RS0029
657	63	57.33199246995289	RS0029
658	64	44.97782945597285	RS0029
659	65	64.70682536143923	RS0029
660	66	49.33880220928739	RS0029
661	67	72.0716364456297	RS0029
662	68	48.78196869170764	RS0029
663	69	72.92300888460673	RS0029
664	70	84.67690000093104	RS0029
665	71	79.25951071586026	RS0029
666	72	67.47970668134614	RS0029
667	73	92.51592638895927	RS0029
668	74	71.82533989000044	RS0029
669	75	91.2002485290972	RS0029
670	76	60.01367939537525	RS0029
671	77	69.14479762286548	RS0029
672	78	63.002874587586945	RS0029
673	79	68.10836148135415	RS0029
674	80	87.9290735975629	RS0029
675	81	74.05671141278059	RS0029
676	82	95.50576934882424	RS0029
677	83	105.78999642111195	RS0029
678	84	94.0382686850111	RS0029
679	85	67.25774094567794	RS0029
680	86	128.89697995649436	RS0029
681	87	79.98125658559881	RS0029
682	88	90.42711636644947	RS0029
683	89	126.7258017991205	RS0029
684	90	110.1087614272432	RS0029
685	91	137.79440448657726	RS0029
686	92	116.22187940168634	RS0029
687	93	108.31248096769528	RS0029
688	94	118.2250717558719	RS0029
689	95	140.57110332159584	RS0029
690	96	139.22689969533903	RS0029
691	97	121.98604048281264	RS0029
692	98	133.32317176909623	RS0029
693	0	3.905286694927458	RS0037
694	1	4.3951719885410245	RS0037
695	2	2.8754560160279485	RS0037
696	3	1.8100211087353455	RS0037
697	4	3.9736792777418493	RS0037
698	5	2.579240414835846	RS0037
699	6	3.4089751704115763	RS0037
700	7	3.2186047398233946	RS0037
701	8	4.182753794174243	RS0037
702	9	5.509777826712087	RS0037
703	10	5.2517479426639095	RS0037
704	11	6.201345326406207	RS0037
705	12	2.5416585658727957	RS0037
706	13	3.9839394202048677	RS0037
707	14	6.390281238310179	RS0037
708	15	8.900857069621615	RS0037
709	16	3.832853272723534	RS0037
710	17	9.778569954308084	RS0037
711	18	4.770926301820454	RS0037
712	19	4.4016205404280555	RS0037
713	20	5.684647603934164	RS0037
714	21	5.725290274034745	RS0037
715	22	2.049079634468227	RS0037
716	23	6.030914536353001	RS0037
717	24	3.2389807939914244	RS0037
718	25	2.546123980815198	RS0037
719	26	12.082445703275527	RS0037
720	27	11.533609368841418	RS0037
721	28	6.5446620342758814	RS0037
722	29	9.530220634337704	RS0037
723	30	7.2702816030269295	RS0037
724	31	7.377924462848402	RS0037
725	32	12.072964284770544	RS0037
726	33	7.9804309122645805	RS0037
727	34	4.465751664390064	RS0037
728	35	13.014887233399595	RS0037
729	36	8.916172109912454	RS0037
730	37	1.3646712271387815	RS0037
731	38	7.67018661524744	RS0037
732	39	10.446952338035882	RS0037
733	40	14.172580219859412	RS0037
734	41	7.947848828642882	RS0037
735	42	7.887055392025556	RS0037
736	43	4.650935567294627	RS0037
737	44	20.44920193947769	RS0037
738	45	7.563276360411807	RS0037
739	46	20.21680705517907	RS0037
740	47	14.751150519393276	RS0037
741	48	13.605694076517132	RS0037
742	49	11.825078068875136	RS0037
743	50	8.324654684695885	RS0037
744	51	13.031078668423763	RS0037
745	52	24.64959477805458	RS0037
746	53	9.005159885781495	RS0037
747	54	10.385569769895536	RS0037
748	55	11.480587051445994	RS0037
749	56	13.350721893779792	RS0037
750	57	17.572927316708434	RS0037
751	58	10.300229200147928	RS0037
752	59	7.615372104559382	RS0037
753	60	26.041350483173275	RS0037
754	61	13.560440299332207	RS0037
755	62	17.413410201168784	RS0037
756	63	26.14851602100846	RS0037
757	64	13.913267734032	RS0037
758	65	16.102320854295495	RS0037
759	66	18.62092983451392	RS0037
760	67	24.32995421994084	RS0037
761	68	38.81200241744719	RS0037
762	69	15.765874101073573	RS0037
763	70	11.289865720201432	RS0037
764	71	32.08586837764372	RS0037
765	72	31.487406533124272	RS0037
766	73	22.205823023832753	RS0037
767	74	22.418368527072843	RS0037
768	75	25.788823156069096	RS0037
769	76	27.637848402726405	RS0037
770	77	54.66944685099304	RS0037
771	78	20.224416737575034	RS0037
772	79	23.00869749670918	RS0037
773	80	43.130107554600116	RS0037
774	81	41.71135987195089	RS0037
775	82	22.44686078951316	RS0037
776	83	32.301749530865536	RS0037
777	84	21.903547248308854	RS0037
778	85	31.48709533331071	RS0037
779	86	44.0978908588484	RS0037
780	87	28.60825748527114	RS0037
781	88	21.880695037721708	RS0037
782	89	39.97774590371991	RS0037
783	90	15.79317281901508	RS0037
784	91	60.382710457057016	RS0037
785	92	36.81698023657168	RS0037
786	93	33.00966059659727	RS0037
787	94	29.5125777081085	RS0037
788	95	27.53608749645841	RS0037
789	96	40.267235020361525	RS0037
790	97	43.05203962241993	RS0037
791	98	83.39605561910008	RS0037
792	0	1.8558242646399197	RS0038
793	1	1.7412747545416745	RS0038
794	2	3.9644821981718548	RS0038
795	3	0.3647061208240571	RS0038
796	4	2.290528307405458	RS0038
797	5	1.9893132797354534	RS0038
798	6	7.178143381926287	RS0038
799	7	1.583377373312436	RS0038
800	8	4.218109604367937	RS0038
801	9	4.872000815919705	RS0038
802	10	8.336486401726576	RS0038
803	11	13.652408941941232	RS0038
